"Title","COG Category","Essentiality","Function","GO IDs","Pathway","Product","Short Name","Synonyms"
"CD630_19650","POORLY CHARACTERIZED","","","GO:0016021, GO:0042925","","Putative permease","",""
"CD630_19660","POORLY CHARACTERIZED","","","GO:0006637, GO:0016790","","Putative acyl-CoA thioesterase","",""
"CD630_19680","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_19690","POORLY CHARACTERIZED","","","GO:0002161","","Putative oligonucleotide binding regulator","",""
"CD630_19700","METABOLISM","","","GO:0004061, GO:0019441","","Putative enzyme, cyclase family","",""
"CD630_19710","POORLY CHARACTERIZED","","","","","Putative protein, Sir2 family; putativesilencing, chromosome stability or ageing; putative ADPribosyltransferase","",""
"CD630_19720","METABOLISM","","","GO:0008237, GO:0008270, GO:0016805","","Putative peptidase, M20A family","",""
"CD630_19730","METABOLISM","","","GO:0003824","","Putative pyridoxal phosphate-dependenttransferase; putative aluminium resistance","",""
"CD630_19740","CELLULAR PROCESSES AND SIGNALING","","RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs. ","GO:0003723, GO:0006355","","Hfq RNA chaperone","hfq",""
"CD630_19750","INFORMATION STORAGE AND PROCESSING","","Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A). ","GO:0005524, GO:0008033, GO:0052381","","tRNA delta(2)-isopentenylpyrophosphatetransferase","miaA",""
"CD630_19760","INFORMATION STORAGE AND PROCESSING","","This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a 'molecular matchmaker', a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex. ","GO:0005524, GO:0006298, GO:0016887, GO:0030983, GO:0032300","","DNA mismatch repair protein MutL","mutL",""
"CD630_19770","INFORMATION STORAGE AND PROCESSING","","This protein is involved in the repair of mismatches in DNA. It is possible that it carries out the mismatch recognition step. This protein has a weak ATPase activity. ","GO:0003684, GO:0005524, GO:0006298, GO:0030983","","DNA mismatch repair protein MutS","mutS",""
"CD630_19780","METABOLISM","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_19790","METABOLISM","","","GO:0009228","","ABC-type transport system, extracellularsolute-binding protein","",""
"CD630_19800","METABOLISM","","","GO:0005886, GO:0016021, GO:0055085","","ABC-type transport system, permease","",""
"CD630_19801","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein, DUF77 family","",""
"CD630_19810","INFORMATION STORAGE AND PROCESSING","","","","","Transcriptional regulator, hxlR family","",""
"CD630_19840","INFORMATION STORAGE AND PROCESSING","","","GO:0016787","","Putative hydrolase, NUDIX family","",""
"CD630_19850","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_19860","INFORMATION STORAGE AND PROCESSING","","Catalyzes the methylthiolation of N6-(dimethylallyl)adenosine (i(6)A), leading to the formation of 2-methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine. ","GO:0005737, GO:0006400, GO:0035596, GO:0046872, GO:0051539","","(Dimethylallyl)adenosine tRNAmethylthiotransferase miaB (tRNA-i(6)A37methylthiotransferase)","miaB",""
"CD630_19870","POORLY CHARACTERIZED","","","","","Putative cell wall binding protein","cwp28",""
"CD630_19880","POORLY CHARACTERIZED","","","GO:0016021","","Putative tryptophan transport protein","",""
"CD630_19900","POORLY CHARACTERIZED","","","","","Putative protein with SH3 domain","",""
"CD630_19902","INFORMATION STORAGE AND PROCESSING","","","GO:0003676, GO:0005737","","Major cold shock protein CspC","cspC",""
"CD630_19930","POORLY CHARACTERIZED","","","GO:0051920","","Putative decarboxylase","",""
"CD630_19940","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein, DUF1648 family","",""
"CD630_19941","INFORMATION STORAGE AND PROCESSING","","","GO:0003700","","Transcriptional regulator, ArsR family","",""
"CD630_19950","POORLY CHARACTERIZED","","","GO:0005886, GO:0016021","","Putative membrane protein","",""
"CD630_19960","CELLULAR PROCESSES AND SIGNALING","","","GO:0003700, GO:0043565","","Transcriptional regulator, AraC family","",""
"CD630_19970","POORLY CHARACTERIZED","","","GO:0004177","","Putative proline iminopeptidase (PIP), S33family","",""
"CD630_19980","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, TetR family","",""
"CD630_19990","METABOLISM","","","GO:0009055, GO:0010181","","Flavodoxin","fldX",""
"CD630_20000","CELLULAR PROCESSES AND SIGNALING","","","GO:0004252","","Intracellular serine protease","isp",""
"CD630_20010","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_20020","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, HTH-type","",""
"CD630_20030","CELLULAR PROCESSES AND SIGNALING","","","GO:0015297, GO:0016021, GO:0042910","","Putative drug/sodium antiporter, MATE family","effD",""
"CD630_20040","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700","","Transcriptional regulator, MarR family","effR",""
"CD630_20061","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_20070","INFORMATION STORAGE AND PROCESSING","","","GO:0000179, GO:0003723","","rRNA adenine N-6-methyltransferase","ermB","ermB1"
"CD630_20080","CELLULAR PROCESSES AND SIGNALING","","","GO:0016787","","Putative hydrolase","",""
"CD630_20091","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_20100","INFORMATION STORAGE AND PROCESSING","","","GO:0000179, GO:0003723","","rRNA adenine N-6-methyltransferase","ermB","ermB1"
"CD630_20120","POORLY CHARACTERIZED","","","GO:0016787","","Putative hydrolase","hydD",""
"CD630_20130","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, TetR family","hydR",""
"CD630_20140","METABOLISM","","","GO:0004160, GO:0009097, GO:0009099, GO:0046872, GO:0051539","Amino-acid biosynthesis","Dihydroxy-acid dehydratase","ilvD",""
"CD630_20150","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","Putative VanZ-like transposon protein","",""
"CD630_20170","INFORMATION STORAGE AND PROCESSING","Yes","","GO:0003677","","Transcriptional regulator, HTH-type","",""
"CD630_20180","INFORMATION STORAGE AND PROCESSING","","","GO:0003700, GO:0043565","","Transcriptional regulator, AraC family","",""
"CD630_20190","METABOLISM","","","GO:0005886, GO:0016021, GO:0022857","","Transporter drug resistance, Major FacilitatorSuperfamily (MFS)","",""
"CD630_20200","CELLULAR PROCESSES AND SIGNALING","","Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE. ","GO:0005524, GO:0005737, GO:0009408, GO:0019538, GO:0042026","","Chaperone protein","clpB",""
"CD630_20210","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_20220","POORLY CHARACTERIZED","","","GO:0006260, GO:0006276","","Conserved hypothetical protein","",""
"CD630_20230","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700","","Transcriptional regulator, GntR family","",""
"CD630_20240","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, multidrug-familyATP-binding protein","",""
"CD630_20250","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_20260","POORLY CHARACTERIZED","","","GO:0008080","","Putative acetyltransferase","",""
"CD630_20270","METABOLISM","","","GO:0016813, GO:0046872, GO:0050538","","N-carbamoyl-L-amino acid hydrolase","",""
"CD630_20280","METABOLISM","","","GO:0006807, GO:0047689","","Putative aspartate racemase RacX","",""
"CD630_20290","POORLY CHARACTERIZED","","","","","Putative lipoprotein","",""
"CD630_20300","METABOLISM","","Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline. ","GO:0004585, GO:0005737, GO:0016597","","Ornithine carbamoyltransferase (OTCase)","argF",""
"CD630_20310","METABOLISM","","","GO:0003992, GO:0005737, GO:0006526, GO:0030170","Amino-acid biosynthesis","Succinylornithine transaminase (ACOAT)","argM","argD"
"CD630_20320","METABOLISM","","Catalyzes the ATP-dependent phosphorylation of N-acetyl-L-glutamate. ","GO:0003991, GO:0005524, GO:0005737, GO:0042450","Amino-acid biosynthesis","Acetylglutamate kinase","argB",""
"CD630_20330","METABOLISM","","Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis: the synthesis of N-acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate. ","GO:0004042, GO:0004358, GO:0005737, GO:0006526, GO:0103045","Amino-acid biosynthesis","Arginine biosynthesis bifunctional protein ArgJ[Includes: Glutamate N-acetyltransferase ; Amino-acidacetyltransferase]","argJ",""
"CD630_20340","METABOLISM","","Catalyzes the NADPH-dependent reduction of N-acetyl-5-glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde. ","GO:0003942, GO:0005737, GO:0006526, GO:0046983, GO:0051287","Amino-acid biosynthesis","N-acetyl-gamma-glutamyl-phosphate reductase","argC",""
"CD630_20350","POORLY CHARACTERIZED","","","GO:0016021","","Putative sporulation integral membrane protein","",""
"CD630_20360","METABOLISM","","","GO:0004668, GO:0009446","","Putative peptidylarginine deiminase","",""
"CD630_20370","POORLY CHARACTERIZED","","","GO:0008080, GO:0016021","","Putative acyl-CoA acyltransferase","",""
"CD630_20380","CELLULAR PROCESSES AND SIGNALING","","","GO:0015297, GO:0016021, GO:0042910","","Putative drug/sodium antiporter, MATE family","",""
"CD630_20390","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_20400","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0006355","","Transcriptional regulator, MerR family","",""
"CD630_20410","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, HTH-type","",""
"CD630_20420","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, TetR family","",""
"CD630_20430","POORLY CHARACTERIZED","","","GO:0016787","","Putative hydrolase","",""
"CD630_20450","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, HTH-type","",""
"CD630_20470","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator","",""
"CD630_20480","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700, GO:0097367, GO:1901135","","Transcriptional regulator, RpiR family","",""
"CD630_20490","METABOLISM","","","GO:0008168, GO:0032259","","Putative rRNA methylase","",""
"CD630_20500","INFORMATION STORAGE AND PROCESSING","","","GO:0001522, GO:0003723, GO:0009982, GO:0016829","","Ribosomal large subunit pseudouridine synthase B","rluB",""
"CD630_20510","METABOLISM","","","GO:0016021","","Putative membrane protein","",""
"CD630_20520","POORLY CHARACTERIZED","","","","","Putative lipoprotein","",""
"CD630_20530","METABOLISM","","Specifically catalyzes the decarboxylation of meso-diaminopimelate (meso-DAP) to L-lysine. ","GO:0008836, GO:0009089, GO:0030170","Amino-acid biosynthesis","Diaminopimelate decarboxylase","lysA",""
"CD630_20540","METABOLISM","","","GO:0004072, GO:0005524, GO:0009088, GO:0009089","Amino-acid biosynthesis","Aspartokinase","lysC",""
"CD630_20560","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_20570","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_20580","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_20590","INFORMATION STORAGE AND PROCESSING","Yes","","GO:0004819, GO:0005524, GO:0005737, GO:0006424, GO:0006425","","Glutaminyl-tRNA synthetase","glnS",""
"CD630_20600","METABOLISM","","","GO:0003951","","Putative lipid kinase","",""
"CD630_20610","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein, DUF1121 family","",""
"CD630_20620","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_20650","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0045892","","Transcriptional regulator, beta-lactamsrepressor","",""
"CD630_20660","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0006310, GO:0015074","","Putative integrase","",""
"CD630_20670","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_20680","POORLY CHARACTERIZED","","","GO:0005524, GO:0016887","","ABC drug efflux pump","",""
"CD630_20690","METABOLISM","","Catalyzes the insertion of molybdate into adenylated molybdopterin with the concomitant release of AMP. ","GO:0006777, GO:0032324, GO:0046872, GO:0061599","Cofactor biosynthesis","Putative molybdopterin cofactor biosynthesisprotein","",""
"CD630_20700","CELLULAR PROCESSES AND SIGNALING","","","","","Conserved hypothetical protein","",""
"CD630_20710","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_20720","INFORMATION STORAGE AND PROCESSING","","","","","Putative transposase","",""
"CD630_20730","METABOLISM","","","GO:0004854","","Xanthine dehydrogenase, molybdenum bindingsubunit","xdhA",""
"CD630_20740","METABOLISM","","","GO:0016491, GO:0071949","","Putative FAD-binding subunit of xanthinedehydrogenase","",""
"CD630_20750","METABOLISM","","","GO:0016021, GO:0022857","","Putative xanthine permease","pbuX",""
"CD630_20760","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_20770","METABOLISM","","","GO:0004158, GO:0005737","","Dihydroorotate dehydrogenase, catalytic subunit","pyrD",""
"CD630_20780","METABOLISM","","","GO:0050270","","Putative S-adenosylhomocysteine deaminase","",""
"CD630_20790","METABOLISM","","","GO:0004854","","Xanthine dehydrogenase, molybdenum bindingsubunit","xdhA",""
"CD630_20800","METABOLISM","","","GO:0004854, GO:0071949","","Putative FAD-binding subunit of xanthinedehydrogenase","",""
"CD630_20810","METABOLISM","","","GO:0004854, GO:0009055, GO:0046872, GO:0051537","","Xanthine dehydrogenase iron-sulfur bindingsubunit XdhC1","xdhC1",""
"CD630_20820","METABOLISM","","","GO:0016810","","Amidohydrolase","",""
"CD630_20830","METABOLISM","","","GO:0004157, GO:0005737","","D-hydantoinase (Dihydropyrimidinase)","",""
"CD630_20840","METABOLISM","","","GO:0008237, GO:0046872","","Putative peptidase, M20 family","",""
"CD630_20850","METABOLISM","","","GO:0008838, GO:0030170","","Diaminopropionate ammonia-lyase","dpaL",""
"CD630_20860","POORLY CHARACTERIZED","","","GO:0016491","","Putative NAD(P)H-dependent FMN reductase","",""
"CD630_20870","METABOLISM","","","GO:0004854","","Putative xanthine dehydrogenase","",""
"CD630_20880","METABOLISM","","","GO:0004854, GO:0009055, GO:0046872, GO:0051537","","Xanthine dehydrogenase iron-sulfur bindingsubunit XdhC2","xdhC2",""
"CD630_20890","METABOLISM","","","GO:0050270","","Putative metal-dependent hydrolase","",""
"CD630_20900","METABOLISM","","","GO:0016021, GO:0022857","","Putative xanthine/uracile permease","",""
"CD630_20910","METABOLISM","","","GO:0015851, GO:0016021, GO:0022857","","Putative xanthine/uracil permease","",""
"CD630_20920","INFORMATION STORAGE AND PROCESSING","","","GO:0005524, GO:0006355, GO:0008134, GO:0043565","","Transcriptional regulator, sigma-54-dependent","",""
"CD630_20930","CELLULAR PROCESSES AND SIGNALING","","","","","Conserved hypothetical protein","",""
"CD630_20940","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","Putative restriction enzyme","",""
"CD630_20960","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Putative DNA-binding protein","",""
